inserted_at,institution_id,in-patient,out-patient,total
2021-07-05,67d433c3-01fc-48b8-b86f-83c325fe51cf,1.0,53.0,54.0
2021-07-05,706652e6-6eed-4271-afe8-be8e8322e731,0.0,13.0,13.0
2021-07-05,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,2.0,42.0,44.0
2021-07-05,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,7.0,7.0
2021-07-05,7f71654b-0641-4351-897e-60869c7b9de5,0.0,2.0,2.0
2021-07-05,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,10.0,10.0
2021-07-05,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,11.0,11.0
2021-07-05,881b33dd-d7fe-429f-84db-807a82253199,0.0,8.0,8.0
2021-07-05,89629d26-4538-4730-a6f1-cddda2435218,5.0,41.0,46.0
2021-07-05,92f0c501-8e06-4d0e-9cda-a25f5d97dfb5,7.0,120.0,127.0
2021-07-05,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,0.0,21.0,21.0
2021-07-05,9367d62f-6b99-46f8-8505-719e829ad667,0.0,7.0,7.0
2021-07-05,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,12.0,12.0
2021-07-05,98503309-e842-4f88-ae02-214a481417ba,0.0,6.0,6.0
2021-07-05,9db090cf-184b-450e-a07a-97dee812ce0d,2.0,61.0,63.0
2021-07-05,9db63f62-5c58-4303-919e-e23681909271,0.0,9.0,9.0
2021-07-05,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,5.0,5.0
2021-07-05,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,3.0,3.0
2021-07-05,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,1.0,15.0,16.0
2021-07-05,acc05561-603e-409d-9446-4d03353d7a5c,0.0,15.0,15.0
2021-07-05,b05bec66-9c3b-4381-9ad2-0636481ca919,0.0,5.0,5.0
2021-07-05,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,1.0,14.0,15.0
2021-07-05,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,3.0,44.0,47.0
2021-07-05,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,12.0,12.0
2021-07-05,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,23.0,23.0
2021-07-05,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,2.0,27.0,29.0
2021-07-05,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,3.0,3.0
2021-07-05,cd059388-fcb3-4c40-b156-2ed1962bd47b,0.0,5.0,5.0
2021-07-05,cd756fae-c3e3-4176-a4f1-3e5360718d1d,2.0,8.0,10.0
2021-07-05,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,29.0,29.0
2021-07-05,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,5.0,5.0
2021-07-05,d4212333-dc53-44f1-a167-d65825a1e727,0.0,2.0,2.0
2021-07-05,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,4.0,4.0
2021-07-05,d9f64a07-9c47-4f6e-8bbe-a473a688a735,28.0,178.0,206.0
2021-07-05,db06e5e0-8f6f-45d8-92fd-92ce96992012,0.0,14.0,14.0
2021-07-05,e2adc287-86ec-4341-b43d-13cb91255662,1.0,21.0,22.0
2021-07-05,e3115277-d57b-492c-bf7a-1c432ecb473b,0.0,8.0,8.0
2021-07-05,e81b1231-55bc-488a-abf3-9bf0883430ba,1.0,9.0,10.0
2021-07-05,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,5.0,5.0
2021-07-05,ebb63a9f-bad7-486c-a79e-393b3d0589d2,0.0,10.0,10.0
2021-07-05,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,2.0,36.0,38.0
2021-07-05,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,0.0,16.0,16.0
2021-07-05,f7427dbb-e87d-4ed2-b168-136c244596b2,0.0,4.0,4.0
2021-07-05,f7a11005-e09a-431b-afe9-95e8ddac81d8,2.0,51.0,53.0
2021-07-06,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,19.0,19.0
2021-07-06,0503125e-929a-4eed-afd6-25213a7b87c7,1.0,55.0,56.0
2021-07-06,09415354-4eb1-4866-87bb-efffe23e196a,0.0,3.0,3.0
2021-07-06,097d4418-6d7c-4922-a703-bde5a6b64919,2.0,85.0,87.0
2021-07-06,0da8e9a5-855d-42c5-9435-d69e1019cafc,0.0,3.0,3.0
2021-07-06,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,7.0,7.0
2021-07-06,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,68.0,68.0
2021-07-06,19adebda-8361-4267-8ab0-7fe734377602,0.0,7.0,7.0
2021-07-06,19ae2f00-60e7-4db1-8719-644820cc04df,2.0,86.0,88.0
2021-07-06,19ae8e3b-075d-4caa-bdb7-535a971e6505,0.0,22.0,22.0
2021-07-06,1a75706d-889a-48ab-a6c7-1fbbd70aeda8,0.0,1.0,1.0
2021-07-06,29020005-046d-4f92-9999-04738b934b0f,0.0,19.0,19.0
2021-07-06,2fa0d571-e424-4ee7-ac8b-deb7792305a7,1.0,89.0,90.0
2021-07-06,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,22.0,22.0
2021-07-06,3651da1c-b313-445b-8a02-75f4b93d2f65,0.0,11.0,11.0
2021-07-06,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,5.0,14.0,19.0
2021-07-06,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,23.0,23.0
2021-07-06,3b883d89-83bd-41a1-9eb1-ee76eb22d897,0.0,1.0,1.0
2021-07-06,3bbbf782-497c-4697-abda-0a88bbee1b38,9.0,57.0,66.0
2021-07-06,3fc67f73-037c-4f06-9edf-b7ff94cd1570,0.0,40.0,40.0
2021-07-06,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,37.0,37.0
2021-07-06,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,1.0,1.0
2021-07-06,4531a46a-a197-4f87-a56a-5013e21efbcb,0.0,9.0,9.0
2021-07-06,46412e2a-6b5f-4d0c-9562-d89c01d15259,1.0,24.0,25.0
2021-07-06,47dc4136-1684-49ed-a1da-945486345c68,0.0,7.0,7.0
2021-07-06,4850e9c9-2945-4087-b4f9-6c302e44b84e,0.0,9.0,9.0
2021-07-06,4a5f0383-2d51-4004-97a6-5b2df37fedd0,1.0,7.0,8.0
2021-07-06,4a94ba5f-a198-47e0-8eac-817b6991a962,0.0,1.0,1.0
2021-07-06,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,10.0,10.0
2021-07-06,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,0.0,22.0,22.0
2021-07-06,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,0.0,4.0,4.0
2021-07-06,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,3.0,76.0,79.0
2021-07-06,60a3c3ea-eff0-4b6a-9d8c-52a6b4fc54e7,1.0,7.0,8.0
2021-07-06,642c0f92-4819-4d1f-a85d-41d8cc54e74d,1.0,8.0,9.0
2021-07-06,67d433c3-01fc-48b8-b86f-83c325fe51cf,2.0,61.0,63.0
2021-07-06,706652e6-6eed-4271-afe8-be8e8322e731,1.0,18.0,19.0
2021-07-06,76c3ea79-12d6-4ed2-9cd1-8519a2b6a2fb,0.0,1.0,1.0
2021-07-06,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,0.0,28.0,28.0
2021-07-06,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,9.0,9.0
2021-07-06,7f71654b-0641-4351-897e-60869c7b9de5,0.0,2.0,2.0
2021-07-06,80edab36-03d3-4cd0-98e0-22ebd8a0158a,0.0,1.0,1.0
2021-07-06,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,6.0,6.0
2021-07-06,84db8381-f21f-4502-9914-a6a21aa3934a,0.0,1.0,1.0
2021-07-06,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,14.0,14.0
2021-07-06,881b33dd-d7fe-429f-84db-807a82253199,0.0,8.0,8.0
2021-07-06,89629d26-4538-4730-a6f1-cddda2435218,3.0,37.0,40.0
2021-07-06,92f0c501-8e06-4d0e-9cda-a25f5d97dfb5,3.0,32.0,35.0
2021-07-06,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,1.0,23.0,24.0
2021-07-06,9367d62f-6b99-46f8-8505-719e829ad667,0.0,7.0,7.0
2021-07-06,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,10.0,10.0
2021-07-06,98503309-e842-4f88-ae02-214a481417ba,0.0,8.0,8.0
2021-07-06,9db090cf-184b-450e-a07a-97dee812ce0d,2.0,33.0,35.0
2021-07-06,9db63f62-5c58-4303-919e-e23681909271,1.0,9.0,10.0
2021-07-06,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,3.0,3.0
2021-07-06,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,8.0,8.0
2021-07-06,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,1.0,12.0,13.0
2021-07-06,acc05561-603e-409d-9446-4d03353d7a5c,2.0,14.0,16.0
2021-07-06,b05bec66-9c3b-4381-9ad2-0636481ca919,0.0,6.0,6.0
2021-07-06,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,19.0,19.0
2021-07-06,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,1.0,17.0,18.0
2021-07-06,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,11.0,11.0
2021-07-06,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,35.0,35.0
2021-07-06,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,1.0,30.0,31.0
2021-07-06,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,7.0,7.0
2021-07-06,cd756fae-c3e3-4176-a4f1-3e5360718d1d,3.0,15.0,18.0
2021-07-06,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,28.0,28.0
2021-07-06,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,1.0,4.0,5.0
2021-07-06,d21ae02c-0851-4acb-99e9-083d1eeb3f0b,0.0,6.0,6.0
2021-07-06,d4212333-dc53-44f1-a167-d65825a1e727,0.0,4.0,4.0
2021-07-06,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,1.0,1.0
2021-07-06,d9f64a07-9c47-4f6e-8bbe-a473a688a735,6.0,151.0,157.0
2021-07-06,db06e5e0-8f6f-45d8-92fd-92ce96992012,1.0,7.0,8.0
2021-07-06,e2adc287-86ec-4341-b43d-13cb91255662,0.0,16.0,16.0
2021-07-06,e3115277-d57b-492c-bf7a-1c432ecb473b,3.0,10.0,13.0
2021-07-06,e81b1231-55bc-488a-abf3-9bf0883430ba,1.0,8.0,9.0
2021-07-06,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,2.0,2.0
2021-07-06,ebb63a9f-bad7-486c-a79e-393b3d0589d2,1.0,9.0,10.0
2021-07-06,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,1.0,21.0,22.0
2021-07-06,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,2.0,20.0,22.0
2021-07-06,f44a6715-552e-40ea-8dd5-c690313e5072,0.0,4.0,4.0
2021-07-06,f7427dbb-e87d-4ed2-b168-136c244596b2,1.0,4.0,5.0
2021-07-06,f7a11005-e09a-431b-afe9-95e8ddac81d8,2.0,47.0,49.0
2021-07-07,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,30.0,30.0
2021-07-07,0503125e-929a-4eed-afd6-25213a7b87c7,2.0,37.0,39.0
2021-07-07,097d4418-6d7c-4922-a703-bde5a6b64919,1.0,75.0,76.0
2021-07-07,0da8e9a5-855d-42c5-9435-d69e1019cafc,0.0,6.0,6.0
2021-07-07,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,12.0,12.0
2021-07-07,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,55.0,55.0
2021-07-07,19adebda-8361-4267-8ab0-7fe734377602,0.0,2.0,2.0
2021-07-07,19ae2f00-60e7-4db1-8719-644820cc04df,4.0,67.0,71.0
2021-07-07,19ae8e3b-075d-4caa-bdb7-535a971e6505,0.0,15.0,15.0
2021-07-07,1fb76d53-e58e-4e10-b5ac-1b288a87efb2,0.0,2.0,2.0
2021-07-07,29020005-046d-4f92-9999-04738b934b0f,1.0,24.0,25.0
2021-07-07,2fa0d571-e424-4ee7-ac8b-deb7792305a7,2.0,46.0,48.0
2021-07-07,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,14.0,14.0
2021-07-07,3651da1c-b313-445b-8a02-75f4b93d2f65,1.0,18.0,19.0
2021-07-07,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,1.0,26.0,27.0
2021-07-07,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,20.0,20.0
2021-07-07,3bbbf782-497c-4697-abda-0a88bbee1b38,8.0,46.0,54.0
2021-07-07,3fc67f73-037c-4f06-9edf-b7ff94cd1570,2.0,46.0,48.0
2021-07-07,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,18.0,18.0
2021-07-07,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,1.0,1.0
2021-07-07,4531a46a-a197-4f87-a56a-5013e21efbcb,0.0,1.0,1.0
2021-07-07,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,25.0,25.0
2021-07-07,47dc4136-1684-49ed-a1da-945486345c68,0.0,9.0,9.0
2021-07-07,4850e9c9-2945-4087-b4f9-6c302e44b84e,2.0,1.0,3.0
2021-07-07,4a5f0383-2d51-4004-97a6-5b2df37fedd0,0.0,6.0,6.0
2021-07-07,4bb14745-4254-4247-9b84-bd4fc63583b0,0.0,2.0,2.0
2021-07-07,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,4.0,4.0
2021-07-07,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,1.0,19.0,20.0
2021-07-07,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,0.0,11.0,11.0
2021-07-07,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,3.0,69.0,72.0
2021-07-07,60a3c3ea-eff0-4b6a-9d8c-52a6b4fc54e7,2.0,8.0,10.0
2021-07-07,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,7.0,7.0
2021-07-07,6762b0cd-12c6-4026-8886-ce15a48a6398,0.0,7.0,7.0
2021-07-07,67d433c3-01fc-48b8-b86f-83c325fe51cf,3.0,67.0,70.0
2021-07-07,706652e6-6eed-4271-afe8-be8e8322e731,1.0,25.0,26.0
2021-07-07,76c3ea79-12d6-4ed2-9cd1-8519a2b6a2fb,0.0,11.0,11.0
2021-07-07,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,2.0,13.0,15.0
2021-07-07,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,7.0,7.0
2021-07-07,80edab36-03d3-4cd0-98e0-22ebd8a0158a,0.0,15.0,15.0
2021-07-07,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,2.0,2.0
2021-07-07,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,29.0,29.0
2021-07-07,881b33dd-d7fe-429f-84db-807a82253199,0.0,8.0,8.0
2021-07-07,89629d26-4538-4730-a6f1-cddda2435218,5.0,38.0,43.0
2021-07-07,92f0c501-8e06-4d0e-9cda-a25f5d97dfb5,1.0,98.0,99.0
2021-07-07,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,1.0,19.0,20.0
2021-07-07,9367d62f-6b99-46f8-8505-719e829ad667,0.0,22.0,22.0
2021-07-07,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,3.0,3.0
2021-07-07,98503309-e842-4f88-ae02-214a481417ba,0.0,7.0,7.0
2021-07-07,9db090cf-184b-450e-a07a-97dee812ce0d,4.0,24.0,28.0
2021-07-07,9db63f62-5c58-4303-919e-e23681909271,0.0,2.0,2.0
2021-07-07,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,5.0,5.0
2021-07-07,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,5.0,5.0
2021-07-07,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,2.0,4.0,6.0
2021-07-07,acc05561-603e-409d-9446-4d03353d7a5c,1.0,26.0,27.0
2021-07-07,b05bec66-9c3b-4381-9ad2-0636481ca919,1.0,5.0,6.0
2021-07-07,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,15.0,15.0
2021-07-07,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,3.0,23.0,26.0
2021-07-07,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,5.0,5.0
2021-07-07,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,29.0,29.0
2021-07-07,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,0.0,43.0,43.0
2021-07-07,cd756fae-c3e3-4176-a4f1-3e5360718d1d,3.0,14.0,17.0
2021-07-07,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,1.0,25.0,26.0
2021-07-07,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,1.0,1.0
2021-07-07,d4212333-dc53-44f1-a167-d65825a1e727,0.0,5.0,5.0
2021-07-07,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,1.0,1.0
2021-07-07,d9f64a07-9c47-4f6e-8bbe-a473a688a735,7.0,114.0,121.0
2021-07-07,db06e5e0-8f6f-45d8-92fd-92ce96992012,1.0,15.0,16.0
2021-07-07,e2adc287-86ec-4341-b43d-13cb91255662,0.0,20.0,20.0
2021-07-07,e3115277-d57b-492c-bf7a-1c432ecb473b,1.0,6.0,7.0
2021-07-07,e81b1231-55bc-488a-abf3-9bf0883430ba,0.0,8.0,8.0
2021-07-07,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,3.0,3.0
2021-07-07,ebb63a9f-bad7-486c-a79e-393b3d0589d2,0.0,16.0,16.0
2021-07-07,ebc01199-49db-4461-abc9-9c0e872a8191,1.0,1.0,2.0
2021-07-07,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,1.0,41.0,42.0
2021-07-07,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,3.0,20.0,23.0
2021-07-07,f44a6715-552e-40ea-8dd5-c690313e5072,0.0,1.0,1.0
2021-07-07,f7427dbb-e87d-4ed2-b168-136c244596b2,0.0,3.0,3.0
2021-07-07,f7a11005-e09a-431b-afe9-95e8ddac81d8,3.0,44.0,47.0
2021-07-08,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,14.0,14.0
2021-07-08,0503125e-929a-4eed-afd6-25213a7b87c7,2.0,30.0,32.0
2021-07-08,097d4418-6d7c-4922-a703-bde5a6b64919,3.0,88.0,91.0
2021-07-08,0da8e9a5-855d-42c5-9435-d69e1019cafc,0.0,5.0,5.0
2021-07-08,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,4.0,4.0
2021-07-08,10ea7f56-d729-472f-a364-d0c796647abf,0.0,3.0,3.0
2021-07-08,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,46.0,46.0
2021-07-08,19adebda-8361-4267-8ab0-7fe734377602,0.0,4.0,4.0
2021-07-08,19ae2f00-60e7-4db1-8719-644820cc04df,4.0,112.0,116.0
2021-07-08,19ae8e3b-075d-4caa-bdb7-535a971e6505,1.0,18.0,19.0
2021-07-08,1a75706d-889a-48ab-a6c7-1fbbd70aeda8,0.0,2.0,2.0
2021-07-08,2fa0d571-e424-4ee7-ac8b-deb7792305a7,1.0,39.0,40.0
2021-07-08,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,16.0,16.0
2021-07-08,3651da1c-b313-445b-8a02-75f4b93d2f65,0.0,17.0,17.0
2021-07-08,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,3.0,24.0,27.0
2021-07-08,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,15.0,15.0
2021-07-08,3bbbf782-497c-4697-abda-0a88bbee1b38,7.0,47.0,54.0
2021-07-08,3fc67f73-037c-4f06-9edf-b7ff94cd1570,0.0,18.0,18.0
2021-07-08,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,15.0,15.0
2021-07-08,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,1.0,1.0
2021-07-08,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,18.0,18.0
2021-07-08,47dc4136-1684-49ed-a1da-945486345c68,1.0,9.0,10.0
2021-07-08,4850e9c9-2945-4087-b4f9-6c302e44b84e,1.0,5.0,6.0
2021-07-08,49b42879-788e-4347-85cf-23b35a68e746,0.0,2.0,2.0
2021-07-08,4a5f0383-2d51-4004-97a6-5b2df37fedd0,1.0,15.0,16.0
2021-07-08,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,11.0,11.0
2021-07-08,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,0.0,21.0,21.0
2021-07-08,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,1.0,9.0,10.0
2021-07-08,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,3.0,28.0,31.0
2021-07-08,60a3c3ea-eff0-4b6a-9d8c-52a6b4fc54e7,0.0,5.0,5.0
2021-07-08,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,7.0,7.0
2021-07-08,658e24af-453e-4824-a049-5346a5e25964,0.0,1.0,1.0
2021-07-08,6762b0cd-12c6-4026-8886-ce15a48a6398,0.0,11.0,11.0
2021-07-08,67d433c3-01fc-48b8-b86f-83c325fe51cf,1.0,39.0,40.0
2021-07-08,706652e6-6eed-4271-afe8-be8e8322e731,1.0,7.0,8.0
2021-07-08,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,1.0,31.0,32.0
2021-07-08,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,4.0,4.0
2021-07-08,80edab36-03d3-4cd0-98e0-22ebd8a0158a,0.0,13.0,13.0
2021-07-08,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,1.0,1.0
2021-07-08,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,9.0,9.0
2021-07-08,881b33dd-d7fe-429f-84db-807a82253199,0.0,11.0,11.0
2021-07-08,89629d26-4538-4730-a6f1-cddda2435218,2.0,40.0,42.0
2021-07-08,92f0c501-8e06-4d0e-9cda-a25f5d97dfb5,3.0,30.0,33.0
2021-07-08,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,2.0,21.0,23.0
2021-07-08,9367d62f-6b99-46f8-8505-719e829ad667,0.0,8.0,8.0
2021-07-08,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,5.0,5.0
2021-07-08,98503309-e842-4f88-ae02-214a481417ba,0.0,3.0,3.0
2021-07-08,9db090cf-184b-450e-a07a-97dee812ce0d,2.0,59.0,61.0
2021-07-08,9db63f62-5c58-4303-919e-e23681909271,2.0,7.0,9.0
2021-07-08,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,6.0,6.0
2021-07-08,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,6.0,6.0
2021-07-08,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,3.0,5.0,8.0
2021-07-08,acc05561-603e-409d-9446-4d03353d7a5c,1.0,16.0,17.0
2021-07-08,b05bec66-9c3b-4381-9ad2-0636481ca919,1.0,8.0,9.0
2021-07-08,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,11.0,11.0
2021-07-08,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,3.0,11.0,14.0
2021-07-08,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,5.0,5.0
2021-07-08,bf089aff-6cf0-47c4-a364-508deb309153,0.0,2.0,2.0
2021-07-08,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,26.0,26.0
2021-07-08,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,2.0,28.0,30.0
2021-07-08,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,2.0,2.0
2021-07-08,cd059388-fcb3-4c40-b156-2ed1962bd47b,0.0,5.0,5.0
2021-07-08,cd756fae-c3e3-4176-a4f1-3e5360718d1d,1.0,17.0,18.0
2021-07-08,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,20.0,20.0
2021-07-08,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,3.0,3.0
2021-07-08,d4212333-dc53-44f1-a167-d65825a1e727,0.0,2.0,2.0
2021-07-08,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,1.0,1.0
2021-07-08,d9f64a07-9c47-4f6e-8bbe-a473a688a735,11.0,165.0,176.0
2021-07-08,db06e5e0-8f6f-45d8-92fd-92ce96992012,0.0,16.0,16.0
2021-07-08,e2adc287-86ec-4341-b43d-13cb91255662,0.0,19.0,19.0
2021-07-08,e3115277-d57b-492c-bf7a-1c432ecb473b,1.0,6.0,7.0
2021-07-08,e81b1231-55bc-488a-abf3-9bf0883430ba,1.0,12.0,13.0
2021-07-08,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,5.0,5.0
2021-07-08,ebb63a9f-bad7-486c-a79e-393b3d0589d2,0.0,12.0,12.0
2021-07-08,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,0.0,20.0,20.0
2021-07-08,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,2.0,24.0,26.0
2021-07-08,f44a6715-552e-40ea-8dd5-c690313e5072,0.0,5.0,5.0
2021-07-08,f7427dbb-e87d-4ed2-b168-136c244596b2,1.0,1.0,2.0
2021-07-08,f7a11005-e09a-431b-afe9-95e8ddac81d8,5.0,40.0,45.0
2021-07-09,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,24.0,24.0
2021-07-09,0503125e-929a-4eed-afd6-25213a7b87c7,3.0,41.0,44.0
2021-07-09,097d4418-6d7c-4922-a703-bde5a6b64919,2.0,66.0,68.0
2021-07-09,0da8e9a5-855d-42c5-9435-d69e1019cafc,2.0,7.0,9.0
2021-07-09,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,7.0,7.0
2021-07-09,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,37.0,37.0
2021-07-09,19adebda-8361-4267-8ab0-7fe734377602,0.0,5.0,5.0
2021-07-09,19ae2f00-60e7-4db1-8719-644820cc04df,8.0,67.0,75.0
2021-07-09,19ae8e3b-075d-4caa-bdb7-535a971e6505,0.0,20.0,20.0
2021-07-09,1a75706d-889a-48ab-a6c7-1fbbd70aeda8,0.0,5.0,5.0
2021-07-09,1fb76d53-e58e-4e10-b5ac-1b288a87efb2,1.0,3.0,4.0
2021-07-09,2fa0d571-e424-4ee7-ac8b-deb7792305a7,2.0,54.0,56.0
2021-07-09,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,7.0,7.0
2021-07-09,3651da1c-b313-445b-8a02-75f4b93d2f65,0.0,26.0,26.0
2021-07-09,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,0.0,19.0,19.0
2021-07-09,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,12.0,12.0
2021-07-09,3bbbf782-497c-4697-abda-0a88bbee1b38,7.0,52.0,59.0
2021-07-09,3fc67f73-037c-4f06-9edf-b7ff94cd1570,0.0,23.0,23.0
2021-07-09,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,2.0,2.0
2021-07-09,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,1.0,1.0
